	tsk_1112	tsk_1526	tsk_791	tsk_1674	tsk_833	tsk_554	tsk_1752	tsk_1007	tsk_890	tsk_253	tsk_1460	tsk_808	tsk_1188	tsk_429	tsk_1681	tsk_301	tsk_414	tsk_95	tsk_1260	tsk_1393	tsk_1233	tsk_189	tsk_1498	tsk_166	tsk_1551	tsk_780	tsk_498	tsk_1334	tsk_370	tsk_1687	tsk_1020	tsk_988	tsk_1818	tsk_178	tsk_764	tsk_903	tsk_1055	tsk_718	tsk_88	tsk_1740	tsk_1876	tsk_968	tsk_32	tsk_811	tsk_432	tsk_1170	tsk_160	tsk_1514	tsk_994	tsk_702	tsk_1405	tsk_608	tsk_461	tsk_1199	tsk_676	tsk_1648	tsk_51	tsk_849	tsk_1313	tsk_1666	tsk_1421	tsk_270	tsk_1815	tsk_1079	tsk_549	tsk_972	tsk_1731	tsk_372	tsk_1016	tsk_157	tsk_620	tsk_44	tsk_402	tsk_217	tsk_1771	tsk_1329	tsk_915	tsk_238	tsk_465	tsk_982	tsk_511	tsk_1647	tsk_8	tsk_1130	tsk_1365	tsk_167	tsk_1760	tsk_563	tsk_229	tsk_1219	tsk_864	tsk_159	tsk_1059	tsk_567	tsk_1813	tsk_1030	tsk_613	tsk_1490	tsk_733	tsk_716
10	0.00081471	0.00088292	0.000695855	0.000892835	0.00080324	0.00075554	0.000844015	0.000775675	0.000736795	0.00067419	0.00073183	0.000797715	0.000859405	0.00079577	0.00083171	0.000873285	0.000817985	0.000822405	0.00078229	0.000843845	0.00081776	0.000824425	0.00079718	0.000772555	0.000765155	0.0007509	0.000788715	0.000809625	0.00076479	0.000836425	0.00082904	0.00084344	0.000786705	0.000842085	0.000838565	0.00075498	0.000739255	0.00082879	0.00083179	0.000851305	0.000466275	0.00076944	0.000753415	0.000813405	0.00080967	0.00082857	0.00073613	0.00079681	0.000835035	0.000715905	0.000777315	0.00082214	0.000866695	0.000854875	0.000781205	0.00078538	0.000779345	0.00071969	0.00081802	0.000841255	0.00080871	0.000602285	0.000753955	0.000834645	0.000703815	0.000712785	0.000803365	0.000752325	0.00078777	0.00075757	0.000759145	0.00081367	0.000838125	0.00080846	0.000858465	0.00080017	0.000768695	0.000764485	0.0007968	0.000787585	0.00080169	0.00074561	0.0007933	0.000793225	0.00080183	0.000717635	0.000829495	0.000720655	0.000779285	0.000771005	0.000769685	0.00083067	0.000740015	0.00076586	0.00079619	0.000805055	0.0008475	0.000874125	0.00078991	0.00081988
11	0.000707565	0.0007989	0.000735155	0.000701135	0.00070655	0.00071036	0.00077275	0.00090033	0.000754955	0.000844965	0.000797715	0.00068088	0.000878805	0.00073889	0.000624115	0.00074755	0.00084392	0.00072924	0.000695615	0.000832575	0.000786225	0.000784645	0.000740135	0.00066466	0.0006972	0.000785925	0.00077495	0.00071669	0.000757585	0.00055076	0.000830695	0.00076315	0.00075631	0.000613585	0.00064343	0.00082615	0.000757195	0.0008849	0.00086756	0.000751325	0.00079003	0.000852875	0.00070858	0.000761785	0.00075491	0.0008072	0.000742155	0.00075521	0.00089659	0.000789085	0.000871565	0.000697375	0.00077695	0.00087279	0.000767175	0.000811195	0.00081597	0.000772615	0.000669775	0.00068378	0.000787685	0.00085273	0.000777775	0.00087198	0.000767625	0.00082672	0.000644265	0.00075677	0.000803135	0.00076972	0.000776055	0.000805295	0.000870905	0.00075038	0.0007669	0.00084848	0.000867625	0.0007254	0.00079995	0.000878355	0.000744915	0.000769975	0.00079792	0.000775795	0.000782295	0.000769045	0.000680795	0.00077339	0.000661165	0.00077148	0.000863245	0.00071011	0.00076727	0.00083775	0.000774975	0.00076167	0.00065375	0.000817475	0.000763965	0.00087348
12	0.00080592	0.000852195	0.00081784	0.000901575	0.00084504	0.000905145	0.00093222	0.00087769	0.00089393	0.000850305	0.000859405	0.000878805	0.00030378	0.00091296	0.000884465	0.0008652	0.000919585	0.000877215	0.000908685	0.0009086	0.000610885	0.0005892	0.000809295	0.000823	0.00087149	0.000911465	0.00082897	0.00075037	0.00084342	0.00085785	0.000743015	0.000843815	0.000838195	0.00087277	0.000875475	0.0008156	0.000919325	0.000875535	0.000934575	0.00095469	0.00079755	0.000898285	0.00084434	0.000794005	0.00089293	0.000468385	0.000875875	0.000888085	0.00077612	0.000934515	0.000863025	0.00087027	0.000859575	0.00035989	0.00085617	0.000545965	0.00093648	0.00093229	0.000862355	0.000934235	0.000903685	0.000848485	0.000843435	0.000771935	0.00091144	0.00087891	0.000912075	0.000907205	0.000876565	0.000896175	0.000852015	0.000867965	0.00092681	0.000823065	0.00091219	0.00083723	0.000910625	0.000850205	0.0008541	0.000896235	0.00089068	0.00058473	0.000884585	0.00090476	0.000828735	0.00091064	0.000950255	0.000931385	0.000854975	0.00072581	0.00084367	0.0009032	0.000781685	0.000882995	0.00090877	0.00088921	0.00089517	0.000832025	0.00079172	0.000900025
13	0.00082461	0.000820495	0.00084985	0.00078619	0.00075784	0.000785455	0.00079976	0.00089525	0.00064918	0.000824065	0.00079577	0.00073889	0.00091296	0.0008785	0.000789365	0.00085558	0.00077889	0.000715345	0.00086389	0.00076309	0.00080983	0.00083867	0.000793915	0.00081408	0.00076407	0.00077083	0.000841695	0.000739545	0.000715055	0.00078415	0.000834775	0.00082608	0.00079165	0.00075216	0.000725595	0.00080002	0.000758995	0.000875635	0.000782005	0.00077403	0.000806585	0.000782065	0.000800385	0.00075719	0.000770455	0.000844505	0.000793515	0.00078824	0.00080394	0.00076299	0.000880945	0.00075793	0.00080594	0.00091968	0.0008154	0.00079457	0.00078271	0.00075935	0.000834085	0.000835225	0.000826495	0.000805055	0.000745685	0.00077699	0.00077939	0.00080948	0.000834265	0.000746955	0.000783815	0.00079355	0.00081494	0.00071887	0.00078268	0.0007547	0.000824895	0.0007835	0.000789495	0.000799	0.00084422	0.00084836	0.00076554	0.000789545	0.00085779	0.000813925	0.000758545	0.00075983	0.00079606	0.000759915	0.000763555	0.000762155	0.000803275	0.00076711	0.00077775	0.000835905	0.00080356	0.000729495	0.000796065	0.00084088	0.000842355	0.000853185
14	0.00079368	0.00080555	0.00083537	0.00057242	0.00080564	0.000835005	0.000584585	0.000875585	0.00082049	0.00082893	0.00083171	0.000624115	0.000884465	0.000789365	0.00075315	0.00068895	0.000871015	0.00080886	0.000576485	0.00074367	0.00080963	0.000847505	0.00072147	0.00078358	0.0006773	0.00078252	0.00078132	0.000800885	0.000810655	0.000640025	0.000894075	0.000752195	0.00080974	0.00078455	0.0007921	0.00081589	0.000834075	0.00089385	0.00090149	0.00057467	0.0008215	0.000857705	0.000813775	0.00080769	0.00085257	0.000866175	0.00079651	0.000693415	0.000933855	0.000841745	0.00085764	0.00063174	0.000858685	0.000840255	0.000745775	0.00082515	0.00085852	0.000848195	0.000537365	0.00051362	0.000785815	0.000866755	0.0008076	0.000902725	0.00083332	0.000861735	0.00044233	0.00083447	0.00086946	0.00082772	0.00072574	0.000802135	0.00088855	0.0008271	0.00051486	0.00086751	0.000865585	0.000786825	0.000721005	0.000831145	0.00079346	0.00080818	0.00086264	0.00083804	0.00078605	0.00084754	0.00053307	0.000848195	0.00080331	0.00080551	0.000843915	0.00079197	0.00083211	0.0008393	0.00064256	0.000856935	0.000658925	0.00066877	0.00079137	0.000881215
15	0.000770015	0.00058849	0.00086075	0.000711805	0.00083825	0.000905945	0.000708355	0.00081304	0.00085351	0.000835005	0.000873285	0.00074755	0.0008652	0.00085558	0.00068895	0.00083664	0.000893835	0.00088007	0.000713675	0.00070286	0.00082105	0.00085906	0.00077229	0.000762965	0.00071825	0.00077779	0.0008166	0.0008636	0.00086059	0.0006453	0.00089315	0.00078422	0.000804665	0.000777615	0.00085305	0.000832685	0.00083825	0.000797335	0.00094088	0.000723245	0.00088171	0.000797585	0.000873735	0.00086229	0.000917865	0.00085201	0.000865805	0.000799885	0.000876445	0.00083121	0.000812785	0.00070927	0.000863425	0.00086162	0.00076336	0.000847895	0.00085157	0.00087299	0.000712295	0.000691365	0.000722225	0.000868465	0.000853105	0.00083722	0.00088756	0.00082633	0.00064268	0.000906285	0.000906055	0.000793365	0.000593515	0.000838545	0.00091695	0.00081081	0.00076339	0.000838465	0.000872995	0.00085731	0.000817385	0.000780545	0.00082895	0.00087944	0.00086842	0.00087536	0.00078974	0.00086937	0.000709855	0.00087303	0.00084361	0.000881505	0.000854785	0.00079737	0.00086666	0.000755395	0.00076286	0.00088667	0.00068653	0.00073988	0.000770265	0.00082006
16	0.000853685	0.000855105	0.00077346	0.00084936	0.000730705	0.000645695	0.00084867	0.000922045	0.00078432	0.00081318	0.000817985	0.00084392	0.000919585	0.00077889	0.000871015	0.000893835	0.00046019	0.00072312	0.000883625	0.000819035	0.000856265	0.00082036	0.000771005	0.000846705	0.00083901	0.0008585	0.00082574	0.00071796	0.000722835	0.000840895	0.000788535	0.00083636	0.00071549	0.00078699	0.00081142	0.00080522	0.00063712	0.000895435	0.000374675	0.000818905	0.00078193	0.000830785	0.000691755	0.000754815	0.00074893	0.00087082	0.0006472	0.00079501	0.00070703	0.000758185	0.0009504	0.000814315	0.00071865	0.000957285	0.00080115	0.000851865	0.000638905	0.000698865	0.00093756	0.000877085	0.00080995	0.00081314	0.000785905	0.00070631	0.00060581	0.00074601	0.000883255	0.000616085	0.00060309	0.00082111	0.000882255	0.000749345	0.00037265	0.00071388	0.00088652	0.00068957	0.000840535	0.000748405	0.000864155	0.000906245	0.00076844	0.00084616	0.000671885	0.000691795	0.000808705	0.000604645	0.000869045	0.00070097	0.000776405	0.00077975	0.00081809	0.0006738	0.00081548	0.000867725	0.000848245	0.00068878	0.000852445	0.000869105	0.000817645	0.000895605
17	0.000782645	0.000820245	0.000809305	0.000854265	0.000638235	0.000568085	0.000846005	0.00092596	0.000750685	0.000878365	0.000822405	0.00072924	0.000877215	0.000715345	0.00080886	0.00088007	0.00072312	0.00057394	0.000872285	0.00081586	0.000749925	0.000824055	0.000756495	0.00085152	0.00078224	0.00085703	0.00076632	0.00074995	0.000597485	0.0007939	0.000800405	0.000831825	0.0007137	0.000621025	0.00087858	0.00084533	0.00067847	0.00089877	0.000677895	0.00084986	0.00076526	0.000845935	0.000659945	0.00068739	0.00074778	0.00079172	0.000700515	0.000851285	0.000758965	0.00082464	0.000910355	0.00076015	0.000827885	0.00086885	0.00080065	0.00076221	0.000772155	0.00074236	0.00089663	0.00089001	0.00090213	0.00086201	0.0007988	0.00075887	0.00067642	0.000840575	0.000869165	0.000545645	0.000710975	0.000883745	0.00087159	0.00066969	0.00072566	0.000738595	0.00087291	0.00073801	0.000816665	0.000754565	0.000867815	0.00087954	0.000787535	0.000735325	0.000767955	0.00072772	0.000715835	0.00076288	0.000846845	0.000743515	0.000654755	0.000672785	0.00091	0.000740235	0.0006704	0.000839525	0.00082312	0.00069832	0.000797395	0.000885825	0.000833845	0.000870985
18	0.000757605	0.00083564	0.00081424	0.000683045	0.0008712	0.00086997	0.000632785	0.000862485	0.00080493	0.00081231	0.00078229	0.000695615	0.000908685	0.00086389	0.000576485	0.000713675	0.000883625	0.000872285	0.00063877	0.000781815	0.00086764	0.00082852	0.000764295	0.00066382	0.000741875	0.000835345	0.000748865	0.00082011	0.000830305	0.00070591	0.00089191	0.000672875	0.000825935	0.00083734	0.00073923	0.000841045	0.000860605	0.000820055	0.00090595	0.00070876	0.00076301	0.00087168	0.00086427	0.000848275	0.00086494	0.000910795	0.00082496	0.000676465	0.000912395	0.000854165	0.000859065	0.00072711	0.000818325	0.000825195	0.00076584	0.000855015	0.000848395	0.000835135	0.000554985	0.000462875	0.000728915	0.00083343	0.00081393	0.0008863	0.000860185	0.0008642	0.000372695	0.00086614	0.000900515	0.000837215	0.000692695	0.00083757	0.00089643	0.00081613	0.000664715	0.00088776	0.000857315	0.000824235	0.00071481	0.000813705	0.00081681	0.00084898	0.00087154	0.0008663	0.00087094	0.000861375	0.000477785	0.000835135	0.000823055	0.000852435	0.000832465	0.000817275	0.000847395	0.00085506	0.00066923	0.000910385	0.00072429	0.000726615	0.000788135	0.000834475
19	0.00085666	0.000692355	0.00091083	0.00077165	0.0008208	0.00092085	0.000682655	0.00068275	0.00092049	0.00074824	0.000843845	0.000832575	0.0009086	0.00076309	0.00074367	0.00070286	0.000819035	0.00081586	0.000781815	2.904e-05	0.0008137	0.00091565	0.000783665	0.000897435	0.000641335	0.00068759	0.000637975	0.00086887	0.000809735	0.00070223	0.0008972	0.000879055	0.000781285	0.00090455	0.00080228	0.000761665	0.00087052	0.000771205	0.000849125	0.0006885	0.00085226	0.000860475	0.00093914	0.000792125	0.0009769	0.000884915	0.000951695	0.00072673	0.000848205	0.000880155	0.000631795	0.000588045	0.000922465	0.00094053	0.000620015	0.00078424	0.00086271	0.000950465	0.000842915	0.00077504	0.00068743	0.00084788	0.00068145	0.000858395	0.00093312	0.000935245	0.0007792	0.00091842	0.000891095	0.000903365	0.000575275	0.000740815	0.000812815	0.000736795	0.00077802	0.00078941	0.00080048	0.00090234	0.00074706	0.000736265	0.00078711	0.0008095	0.00088919	0.00097808	0.00079074	0.000899725	0.00079412	0.000950465	0.00091618	0.00081047	0.00081652	0.000800365	0.000907025	0.00071905	0.00068349	0.00084021	0.00076041	0.00078667	0.000897915	0.000742425
20	0.000752805	0.00076294	0.000724725	0.000824945	0.000570825	0.00084997	0.000824315	0.00083067	0.00080456	0.000920095	0.00081776	0.000786225	0.000610885	0.00080983	0.00080963	0.00082105	0.000856265	0.000749925	0.00086764	0.0008137	0.0005482	0.000762085	0.000642115	0.000795985	0.00074046	0.000832295	0.000758105	0.00072774	0.000678635	0.00077739	0.000612825	0.000775815	0.0007815	0.00073338	0.000807715	0.00079596	0.00079818	0.00091194	0.000874115	0.00085644	0.000837515	0.00087976	0.000715805	0.000525965	0.000913225	0.00062037	0.000860045	0.000799055	0.00072568	0.00090127	0.00082641	0.0007293	0.00082353	0.00057595	0.00081352	0.00034419	0.0009086	0.000854525	0.0008443	0.00089843	0.000897635	0.000885835	0.000806115	0.000683685	0.000793475	0.000914755	0.00085542	0.00082342	0.000799085	0.000912585	0.000802915	0.000817475	0.00087508	0.000697845	0.0008367	0.000666075	0.00097243	0.000773305	0.00087746	0.000901605	0.000812645	0.00042522	0.00087449	0.000869855	0.00049296	0.00083823	0.0008687	0.000854535	0.000702455	0.000513865	0.000895675	0.00079296	0.00059199	0.000825465	0.000797625	0.00079215	0.00072849	0.000832105	0.000789225	0.00090652
